Age,Years_of_Experience,Education_Level,Job_Role,City_Tier,Salary
22,0.0,High School,Lead,Tier 2,1302505.0
23,0.3,High School,Junior,Tier 1,363787.0
41,15.9,Bachelor,Lead,Tier 1,2155508.0
25,2.3,Bachelor,Junior,Tier 3,694020.0
58,36.6,Bachelor,Mid,Tier 3,714468.0
33,11.9,High School,Mid,Tier 2,654218.0
28,3.6,Master,Lead,Tier 1,1581081.0
19,0.0,High School,Junior,Tier 3,254843.0
44,24.3,Bachelor,Mid,Tier 2,549942.0
68,45.0,High School,Junior,Tier 2,541112.0
33,11.0,High School,Mid,Tier 3,1295963.0
24,0.0,High School,Manager,Tier 2,1948290.0
44,20.2,High School,Junior,Tier 3,534789.0
38,16.5,Bachelor,Manager,Tier 1,2553896.0
31,10.9,High School,Mid,Tier 3,706879.0
29,5.8,High School,Mid,Tier 2,641818.0
65,47.0,High School,Mid,Tier 2,548294.0
55,33.6,High School,Mid,Tier 2,323483.0
49,24.5,High School,Manager,Tier 1,1728412.0
27,7.6,High School,Junior,Tier 3,606362.0
41,16.5,High School,Mid,Tier 2,802242.0
33,11.7,Bachelor,Mid,Tier 3,1194838.0
22,0.0,High School,Junior,Tier 3,180000.0
41,16.3,High School,Lead,Tier 1,2056358.0
66,45.9,High School,Junior,Tier 2,390281.0
38,15.5,Bachelor,Mid,Tier 1,693549.0
43,24.5,High School,Junior,Tier 3,854936.0
40,16.0,Bachelor,Junior,Tier 1,400961.0
32,6.9,Bachelor,Mid,Tier 1,1506547.0
30,7.0,High School,Mid,Tier 2,629917.0
35,17.0,Bachelor,Mid,Tier 3,534922.0
41,20.7,Master,Lead,Tier 1,2130751.0
33,12.1,Bachelor,Lead,Tier 3,1669913.0
36,15.2,Bachelor,Manager,Tier 3,2708681.0
33,10.0,Bachelor,Lead,Tier 3,1312363.0
53,35.0,High School,Manager,Tier 1,2452034.0
27,5.9,Bachelor,Mid,Tier 2,744357.0
22,0.7,Bachelor,Junior,Tier 3,663936.0
26,6.0,High School,Mid,Tier 3,588178.0
64,39.5,High School,Mid,Tier 2,765273.0
48,24.2,Bachelor,Mid,Tier 2,789003.0
23,0.5,High School,Mid,Tier 2,325013.0
26,6.0,Bachelor,Mid,Tier 2,814182.0
35,10.4,Bachelor,Lead,Tier 3,1428110.0
46,23.9,Bachelor,Mid,Tier 2,1289330.0
65,42.6,Bachelor,Manager,Tier 1,2104821.0
53,27.9,High School,Junior,Tier 2,370155.0
18,0.0,High School,Junior,Tier 3,445147.0
34,13.1,Master,Lead,Tier 1,2159695.0
28,3.0,High School,Junior,Tier 1,332439.0
37,17.8,Bachelor,Manager,Tier 1,2812864.0
59,37.9,Bachelor,Lead,Tier 2,1463701.0
32,10.7,Master,Manager,Tier 1,2879145.0
31,9.0,Bachelor,Lead,Tier 1,1380671.0
25,0.8,Bachelor,Lead,Tier 1,1577695.0
81,57.7,High School,Lead,Tier 1,1324706.0
47,25.7,High School,Junior,Tier 2,359461.0
39,15.7,High School,Mid,Tier 2,751995.0
37,15.4,Bachelor,Junior,Tier 1,509414.0
44,20.2,High School,Junior,Tier 1,1029178.0
37,15.9,Bachelor,Mid,Tier 2,613196.0
41,20.1,Bachelor,Mid,Tier 1,1289926.0
55,29.7,Bachelor,Lead,Tier 3,2143192.0
60,38.1,Bachelor,Mid,Tier 1,1343939.0
22,0.0,Bachelor,Junior,Tier 2,561060.0
23,0.0,Bachelor,Mid,Tier 3,739217.0
19,0.0,High School,Junior,Tier 2,424130.0
45,27.0,Bachelor,Junior,Tier 3,1091166.0
36,15.6,High School,Junior,Tier 1,343516.0
46,26.8,Bachelor,Lead,Tier 1,2014721.0
48,27.2,High School,Junior,Tier 1,365198.0
39,17.4,High School,Junior,Tier 3,470475.0
29,8.8,Bachelor,Mid,Tier 2,801485.0
39,15.7,High School,Mid,Tier 2,758120.0
26,4.9,High School,Manager,Tier 2,1983111.0
37,17.4,Bachelor,Lead,Tier 1,1343677.0
49,28.4,Bachelor,Mid,Tier 3,1269616.0
27,7.5,Bachelor,Mid,Tier 2,861661.0
28,6.4,High School,Junior,Tier 2,479212.0
35,16.4,Bachelor,Mid,Tier 3,874697.0
17,0.0,High School,Junior,Tier 3,399519.0
18,0.0,High School,Junior,Tier 3,368822.0
33,12.1,Bachelor,Mid,Tier 1,791100.0
33,10.2,Bachelor,Mid,Tier 1,615100.0
51,26.6,Bachelor,Mid,Tier 2,726275.0
49,25.4,High School,Mid,Tier 1,835107.0
49,25.1,Bachelor,Manager,Tier 1,2025392.0
41,18.8,Bachelor,Mid,Tier 2,1348130.0
64,39.5,High School,Junior,Tier 3,375621.0
40,20.6,Bachelor,Lead,Tier 2,2230336.0
49,27.2,High School,Mid,Tier 1,457843.0
23,1.1,Bachelor,Lead,Tier 1,1530954.0
34,9.7,Bachelor,Mid,Tier 3,702036.0
38,14.5,High School,Mid,Tier 2,1122013.0
47,20.6,Bachelor,Junior,Tier 3,417885.0
30,11.2,High School,Mid,Tier 2,805736.0
36,11.2,Bachelor,Mid,Tier 2,1436817.0
23,0.0,Bachelor,Lead,Tier 3,1290779.0
47,27.8,Bachelor,Manager,Tier 2,1958898.0
61,39.8,High School,Mid,Tier 1,522510.0
47,25.2,Bachelor,Mid,Tier 1,809915.0
56,34.7,Bachelor,Lead,Tier 2,2034602.0
20,0.0,High School,Mid,Tier 2,512920.0
33,11.2,High School,Junior,Tier 3,999308.0
36,10.9,High School,Junior,Tier 2,1167148.0
34,13.5,Bachelor,Senior,Tier 3,1721402.0
56,34.8,High School,Mid,Tier 3,398229.0
32,12.3,Bachelor,Manager,Tier 1,1923760.0
26,1.5,Bachelor,Junior,Tier 2,1134295.0
49,25.5,Bachelor,Manager,Tier 1,2666078.0
71,49.8,High School,Senior,Tier 3,1657080.0
19,0.0,Bachelor,Junior,Tier 1,548786.0
20,0.0,Bachelor,Senior,Tier 2,1114705.0
42,20.4,High School,Mid,Tier 3,337537.0
51,30.8,Bachelor,Manager,Tier 1,2602295.0
38,15.7,Bachelor,Lead,Tier 1,1533865.0
38,17.1,High School,Junior,Tier 2,1226620.0
35,13.8,Bachelor,Manager,Tier 1,1889243.0
24,2.0,Bachelor,Lead,Tier 1,1429404.0
40,18.3,High School,Mid,Tier 2,388605.0
21,1.7,High School,Junior,Tier 2,375536.0
49,25.1,High School,Mid,Tier 1,725002.0
54,33.5,High School,Manager,Tier 3,2633275.0
52,27.6,Bachelor,Manager,Tier 2,2047148.0
27,3.4,Bachelor,Lead,Tier 1,1448989.0
20,0.4,High School,Junior,Tier 1,712098.0
31,6.6,Bachelor,Junior,Tier 3,523858.0
25,2.5,High School,Mid,Tier 3,533888.0
19,1.0,Bachelor,Junior,Tier 2,482340.0
33,13.1,Bachelor,Mid,Tier 3,588747.0
23,0.0,Bachelor,Junior,Tier 3,602569.0
34,10.9,Master,Lead,Tier 1,1677724.0
42,19.7,Bachelor,Lead,Tier 2,2138502.0
37,17.6,Master,Manager,Tier 2,2292815.0
25,1.0,Bachelor,Manager,Tier 2,1978345.0
40,15.9,Bachelor,Mid,Tier 2,730092.0
33,12.4,Bachelor,Mid,Tier 2,888049.0
31,5.6,Bachelor,Mid,Tier 1,693410.0
32,8.2,Bachelor,Mid,Tier 2,689901.0
54,31.8,Bachelor,Mid,Tier 1,1514207.0
32,9.9,High School,Mid,Tier 1,510292.0
29,4.3,High School,Mid,Tier 1,462496.0
26,4.7,Bachelor,Lead,Tier 1,1323853.0
39,18.1,Bachelor,Junior,Tier 2,904113.0
57,33.7,Bachelor,Lead,Tier 2,2185627.0
54,35.3,Bachelor,Junior,Tier 2,624441.0
57,35.7,High School,Junior,Tier 2,287190.0
23,0.0,Bachelor,Lead,Tier 1,1509712.0
27,8.2,Bachelor,Manager,Tier 2,2860723.0
42,19.0,Bachelor,Manager,Tier 1,2715753.0
31,9.4,High School,Mid,Tier 1,467229.0
49,26.0,Master,Lead,Tier 1,1694060.0
50,29.2,High School,Mid,Tier 2,580733.0
46,23.0,High School,Mid,Tier 2,616417.0
37,14.2,High School,Mid,Tier 1,514063.0
26,3.7,High School,Mid,Tier 2,508551.0
27,4.0,Bachelor,Mid,Tier 3,693245.0
24,4.1,Bachelor,Manager,Tier 1,1956634.0
24,0.0,High School,Mid,Tier 1,592912.0
29,6.9,High School,Mid,Tier 2,517937.0
47,25.2,Bachelor,Lead,Tier 2,2261413.0
33,10.8,Bachelor,Mid,Tier 2,823996.0
26,5.9,Bachelor,Lead,Tier 1,1548481.0
20,0.0,Bachelor,Mid,Tier 1,733315.0
25,4.1,Bachelor,Lead,Tier 1,1809371.0
57,32.5,Bachelor,Mid,Tier 2,850721.0
36,13.0,High School,Mid,Tier 1,601849.0
25,0.3,Master,Manager,Tier 2,2249983.0
46,23.3,Bachelor,Junior,Tier 2,1141445.0
39,15.8,High School,Mid,Tier 3,332801.0
29,10.3,Bachelor,Mid,Tier 1,1298352.0
18,0.0,High School,Manager,Tier 2,1800833.0
46,24.9,Bachelor,Senior,Tier 1,1074915.0
61,36.8,Bachelor,Mid,Tier 3,1419987.0
41,20.5,High School,Mid,Tier 2,858562.0
50,31.3,Bachelor,Junior,Tier 3,606008.0
53,32.7,Bachelor,Manager,Tier 1,2597752.0
36,11.4,Bachelor,Senior,Tier 1,1029248.0
38,15.1,Bachelor,Mid,Tier 2,811881.0
75,53.2,High School,Mid,Tier 2,701385.0
26,2.8,Bachelor,Mid,Tier 2,1200510.0
44,26.0,Bachelor,Manager,Tier 1,2620321.0
25,2.0,High School,Mid,Tier 3,581427.0
31,8.9,Bachelor,Mid,Tier 1,556139.0
49,25.8,High School,Mid,Tier 3,686421.0
34,12.5,High School,Junior,Tier 1,439013.0
31,11.8,High School,Lead,Tier 2,1276432.0
47,25.2,Bachelor,Mid,Tier 2,779213.0
38,15.6,Bachelor,Manager,Tier 1,2743401.0
18,0.0,High School,Mid,Tier 1,832082.0
47,27.4,High School,Junior,Tier 2,478577.0
42,19.7,High School,Mid,Tier 3,462597.0
29,6.6,Bachelor,Mid,Tier 2,1088406.0
38,11.3,Bachelor,Senior,Tier 1,967815.0
22,0.0,Bachelor,Mid,Tier 3,796766.0
32,9.2,High School,Mid,Tier 1,575173.0
20,0.0,Bachelor,Mid,Tier 2,747781.0
41,21.0,Master,Mid,Tier 2,960502.0
46,22.9,High School,Mid,Tier 3,1263608.0
44,25.8,High School,Mid,Tier 3,765646.0
35,15.8,Bachelor,Mid,Tier 2,671011.0
60,36.6,High School,Mid,Tier 1,1247965.0
36,16.7,High School,Mid,Tier 1,672933.0
30,11.2,Bachelor,Mid,Tier 1,1032406.0
40,16.9,PhD,Lead,Tier 1,2474959.0
21,0.0,Bachelor,Mid,Tier 2,611968.0
25,0.0,Bachelor,Lead,Tier 2,1614931.0
56,34.8,Master,Lead,Tier 1,1546815.0
42,18.1,Bachelor,Manager,Tier 1,2569174.0
26,4.8,High School,Junior,Tier 2,559182.0
66,42.9,High School,Mid,Tier 2,1215908.0
48,24.4,High School,Mid,Tier 2,576073.0
35,11.9,Bachelor,Mid,Tier 1,967309.0
41,16.4,Master,Lead,Tier 1,2145983.0
19,0.0,Bachelor,Mid,Tier 2,687615.0
55,31.5,High School,Mid,Tier 2,659587.0
42,20.0,Bachelor,Mid,Tier 1,1109157.0
45,23.2,Bachelor,Mid,Tier 1,784334.0
29,4.9,Bachelor,Junior,Tier 3,559542.0
42,22.2,PhD,Lead,Tier 3,2297545.0
65,42.7,High School,Mid,Tier 1,597949.0
30,11.0,Bachelor,Junior,Tier 3,581129.0
43,21.5,Bachelor,Mid,Tier 2,744803.0
61,39.1,High School,Junior,Tier 3,497954.0
22,0.0,Bachelor,Junior,Tier 2,597386.0
23,2.2,High School,Junior,Tier 1,379675.0
34,12.1,High School,Junior,Tier 3,484169.0
51,30.7,High School,Lead,Tier 1,1332207.0
21,2.2,Bachelor,Mid,Tier 1,1110169.0
31,7.5,Bachelor,Lead,Tier 1,1572794.0
34,13.2,Bachelor,Mid,Tier 1,686460.0
33,12.2,Bachelor,Manager,Tier 3,2443672.0
32,10.9,Master,Manager,Tier 1,2741144.0
44,21.1,High School,Mid,Tier 2,954946.0
21,0.0,Bachelor,Junior,Tier 3,629808.0
75,51.8,High School,Mid,Tier 1,565087.0
55,31.8,Master,Manager,Tier 1,2737760.0
43,19.3,High School,Junior,Tier 3,471759.0
31,8.8,High School,Mid,Tier 2,563177.0
41,17.5,Bachelor,Mid,Tier 3,804793.0
26,4.9,Master,Lead,Tier 1,1583062.0
23,1.1,Bachelor,Mid,Tier 2,759233.0
42,20.3,High School,Mid,Tier 1,754840.0
29,6.5,High School,Mid,Tier 2,709791.0
21,0.0,High School,Mid,Tier 2,786951.0
28,5.5,Bachelor,Manager,Tier 1,2091311.0
35,14.6,Bachelor,Junior,Tier 1,332830.0
65,42.1,Bachelor,Mid,Tier 2,667872.0
34,12.8,Bachelor,Lead,Tier 1,1271150.0
58,33.4,Bachelor,Mid,Tier 1,875234.0
50,29.4,Bachelor,Mid,Tier 2,1381847.0
59,35.9,High School,Junior,Tier 2,551134.0
46,22.2,Bachelor,Manager,Tier 2,2774547.0
30,5.7,Bachelor,Lead,Tier 2,2034903.0
28,3.6,Bachelor,Junior,Tier 1,759496.0
47,24.0,Master,Mid,Tier 2,1645116.0
30,11.0,Bachelor,Mid,Tier 3,1359773.0
34,10.7,High School,Mid,Tier 2,652182.0
51,24.6,Bachelor,Lead,Tier 2,1619669.0
41,19.7,High School,Manager,Tier 3,1953709.0
57,32.8,Bachelor,Lead,Tier 2,1970074.0
28,7.6,Bachelor,Junior,Tier 2,438813.0
62,39.2,High School,Junior,Tier 1,368244.0
22,0.0,Bachelor,Senior,Tier 1,968308.0
38,18.4,Bachelor,Lead,Tier 1,2074503.0
45,24.2,High School,Mid,Tier 1,1138176.0
37,12.5,Bachelor,Mid,Tier 2,726475.0
21,0.0,High School,Junior,Tier 2,545513.0
49,23.4,High School,Mid,Tier 2,798714.0
24,6.0,High School,Junior,Tier 1,306710.0
47,23.3,Bachelor,Manager,Tier 1,2606903.0
20,0.3,Bachelor,Senior,Tier 2,1022415.0
27,3.9,Master,Lead,Tier 1,2252654.0
40,15.8,High School,Junior,Tier 3,441289.0
31,9.0,Bachelor,Lead,Tier 1,1389087.0
43,20.3,High School,Junior,Tier 3,1079175.0
48,27.6,Bachelor,Manager,Tier 2,2609582.0
64,43.6,High School,Junior,Tier 1,962694.0
39,15.8,High School,Mid,Tier 2,490907.0
50,25.1,High School,Mid,Tier 2,724256.0
52,27.6,Bachelor,Junior,Tier 3,659068.0
44,17.4,Master,Lead,Tier 1,1649109.0
54,31.5,High School,Mid,Tier 1,1317052.0
17,0.0,High School,Junior,Tier 2,533022.0
33,8.7,High School,Mid,Tier 3,690242.0
28,3.5,High School,Junior,Tier 1,487340.0
39,17.0,Bachelor,Mid,Tier 2,728530.0
33,9.7,Bachelor,Mid,Tier 2,569612.0
59,36.6,High School,Junior,Tier 2,305139.0
74,51.3,High School,Junior,Tier 3,663393.0
54,32.5,Bachelor,Senior,Tier 3,1621514.0
31,7.9,Bachelor,Junior,Tier 2,764583.0
31,8.0,Bachelor,Mid,Tier 3,814982.0
20,0.0,Bachelor,Mid,Tier 1,746404.0
54,31.9,Master,Lead,Tier 1,2091725.0
42,20.2,Bachelor,Mid,Tier 1,665609.0
57,34.6,Master,Lead,Tier 1,1584191.0
49,30.8,High School,Mid,Tier 3,583847.0
40,18.3,PhD,Manager,Tier 3,3065566.0
38,15.7,High School,Mid,Tier 3,518600.0
39,18.0,High School,Junior,Tier 3,925983.0
43,25.0,Bachelor,Mid,Tier 1,1469692.0
57,35.5,Bachelor,Mid,Tier 1,977832.0
38,11.6,Master,Lead,Tier 1,2298758.0
25,3.9,Bachelor,Junior,Tier 2,603213.0
40,16.2,Bachelor,Lead,Tier 3,1439892.0
34,8.2,Bachelor,Manager,Tier 2,2654294.0
35,16.4,High School,Junior,Tier 3,389588.0
53,34.0,Bachelor,Mid,Tier 3,708029.0
21,0.0,Bachelor,Junior,Tier 3,616606.0
43,19.2,Bachelor,Mid,Tier 3,824038.0
43,21.3,High School,Mid,Tier 3,600732.0
22,0.0,Bachelor,Lead,Tier 3,1381092.0
64,41.7,High School,Mid,Tier 2,542731.0
40,16.6,Master,Lead,Tier 1,1678205.0
34,11.2,High School,Junior,Tier 2,348711.0
46,21.2,High School,Mid,Tier 3,477995.0
35,14.7,High School,Junior,Tier 2,433879.0
32,12.4,Bachelor,Mid,Tier 1,771974.0
26,3.8,Bachelor,Mid,Tier 2,733316.0
25,2.9,High School,Mid,Tier 1,700001.0
55,34.3,Bachelor,Senior,Tier 3,1666294.0
22,0.0,Bachelor,Mid,Tier 2,671431.0
29,10.5,Bachelor,Mid,Tier 3,770490.0
38,13.4,High School,Manager,Tier 1,1910238.0
55,34.7,Bachelor,Junior,Tier 2,656220.0
26,3.8,High School,Manager,Tier 1,1902698.0
34,9.8,Bachelor,Lead,Tier 1,1356561.0
25,7.0,High School,Mid,Tier 1,618668.0
39,21.0,High School,Lead,Tier 2,1204593.0
58,35.6,High School,Junior,Tier 3,523294.0
34,12.9,Bachelor,Mid,Tier 1,738140.0
29,6.1,Bachelor,Manager,Tier 1,2133050.0
49,26.4,PhD,Lead,Tier 2,2340818.0
38,13.7,Bachelor,Mid,Tier 3,726787.0
21,0.0,Bachelor,Junior,Tier 2,599751.0
28,9.7,Bachelor,Lead,Tier 2,2031121.0
42,19.9,Bachelor,Manager,Tier 2,2542987.0
29,7.1,Bachelor,Junior,Tier 1,666153.0
48,24.4,High School,Mid,Tier 1,641405.0
40,18.4,Bachelor,Junior,Tier 3,420989.0
36,11.0,Bachelor,Mid,Tier 2,1306473.0
34,10.5,Bachelor,Mid,Tier 1,1281610.0
57,32.6,High School,Mid,Tier 2,541704.0
24,4.6,High School,Junior,Tier 2,345798.0
32,6.7,High School,Junior,Tier 3,371513.0
18,0.0,High School,Mid,Tier 3,441708.0
39,12.9,High School,Mid,Tier 2,574102.0
39,15.2,High School,Mid,Tier 2,715608.0
18,0.0,High School,Junior,Tier 2,606892.0
20,0.0,Bachelor,Mid,Tier 2,613138.0
54,31.6,High School,Mid,Tier 3,729434.0
40,17.2,High School,Mid,Tier 2,1520809.0
27,5.6,Bachelor,Mid,Tier 1,726452.0
27,4.1,High School,Junior,Tier 2,461294.0
43,25.0,Bachelor,Senior,Tier 1,1186771.0
22,0.0,Bachelor,Manager,Tier 1,1997701.0
17,0.0,High School,Mid,Tier 3,714067.0
37,16.7,Bachelor,Mid,Tier 2,1342074.0
49,25.8,High School,Manager,Tier 3,2103441.0
33,11.3,Bachelor,Junior,Tier 2,732011.0
21,0.0,Bachelor,Manager,Tier 1,2201023.0
45,23.5,High School,Mid,Tier 2,562356.0
33,11.2,High School,Junior,Tier 3,471832.0
25,2.7,Bachelor,Mid,Tier 2,723775.0
71,46.7,High School,Mid,Tier 1,463234.0
23,4.7,Bachelor,Lead,Tier 1,1430967.0
41,20.2,Master,Lead,Tier 1,2358147.0
47,21.8,High School,Mid,Tier 2,567357.0
30,7.2,Bachelor,Mid,Tier 1,962199.0
40,14.9,Bachelor,Mid,Tier 1,759319.0
44,23.5,Bachelor,Mid,Tier 3,633574.0
50,28.0,Master,Lead,Tier 1,2167118.0
31,9.0,High School,Junior,Tier 3,323233.0
68,44.3,High School,Senior,Tier 1,1058104.0
45,22.4,High School,Mid,Tier 3,675626.0
38,17.6,Bachelor,Lead,Tier 3,1442589.0
78,58.1,High School,Manager,Tier 1,1989381.0
31,10.7,Bachelor,Junior,Tier 1,479768.0
39,13.9,High School,Mid,Tier 2,463749.0
36,13.6,High School,Junior,Tier 1,856754.0
46,24.5,Master,Lead,Tier 1,1395628.0
30,6.5,Bachelor,Mid,Tier 3,1237675.0
34,8.7,Bachelor,Mid,Tier 3,817750.0
30,5.4,High School,Mid,Tier 3,687648.0
47,28.0,Bachelor,Mid,Tier 3,1245826.0
40,15.6,Bachelor,Mid,Tier 2,1108939.0
44,22.1,High School,Mid,Tier 3,596425.0
40,17.7,High School,Mid,Tier 2,659961.0
20,0.0,Bachelor,Mid,Tier 2,850034.0
45,22.4,Bachelor,Manager,Tier 1,2679205.0
55,34.6,Bachelor,Manager,Tier 1,2532223.0
51,29.1,High School,Junior,Tier 2,487372.0
38,14.7,Bachelor,Junior,Tier 2,597349.0
49,27.1,Master,Lead,Tier 1,2288752.0
49,24.4,Bachelor,Manager,Tier 2,2543102.0
30,9.0,High School,Junior,Tier 2,461609.0
20,0.0,Bachelor,Manager,Tier 2,2154209.0
34,10.8,High School,Junior,Tier 3,237895.0
42,21.0,High School,Mid,Tier 2,526124.0
46,23.2,Master,Mid,Tier 3,1354967.0
43,20.3,Bachelor,Lead,Tier 3,1952521.0
62,42.3,High School,Mid,Tier 3,587568.0
21,0.0,Bachelor,Junior,Tier 2,421293.0
58,37.0,High School,Junior,Tier 3,533466.0
30,9.9,Bachelor,Mid,Tier 2,885202.0
37,17.3,High School,Mid,Tier 2,629354.0
22,4.0,Bachelor,Senior,Tier 2,971186.0
64,40.7,High School,Mid,Tier 1,594735.0
42,18.3,High School,Mid,Tier 1,1390092.0
43,22.6,High School,Mid,Tier 2,674969.0
34,13.9,Bachelor,Mid,Tier 2,534086.0
25,1.4,High School,Junior,Tier 1,180000.0
21,0.0,Bachelor,Mid,Tier 3,641285.0
45,27.0,High School,Mid,Tier 3,1194828.0
55,33.2,Bachelor,Manager,Tier 1,2468210.0
24,3.8,High School,Mid,Tier 2,590273.0
70,51.2,Bachelor,Manager,Tier 2,1848836.0
27,9.0,Bachelor,Lead,Tier 1,1450960.0
34,12.5,Bachelor,Mid,Tier 1,776104.0
57,37.5,Bachelor,Mid,Tier 2,954503.0
37,13.4,High School,Manager,Tier 1,1884145.0
52,30.0,High School,Manager,Tier 1,2472379.0
32,9.1,High School,Mid,Tier 3,772032.0
42,16.2,Bachelor,Mid,Tier 3,828381.0
24,0.0,Bachelor,Junior,Tier 1,555118.0
50,28.9,High School,Junior,Tier 2,363494.0
36,14.9,Bachelor,Mid,Tier 3,969106.0
42,17.9,High School,Junior,Tier 3,312143.0
40,21.1,High School,Mid,Tier 3,422724.0
39,14.8,Bachelor,Mid,Tier 2,734498.0
51,29.5,Bachelor,Manager,Tier 2,2642043.0
38,15.2,Bachelor,Senior,Tier 1,1212659.0
18,0.0,High School,Junior,Tier 1,418681.0
63,42.8,High School,Mid,Tier 1,709821.0
50,29.5,Master,Mid,Tier 3,1192751.0
82,61.4,High School,Mid,Tier 2,559894.0
33,12.2,High School,Junior,Tier 2,584591.0
37,12.5,Bachelor,Mid,Tier 2,620532.0
24,4.3,High School,Mid,Tier 3,566496.0
31,6.9,Bachelor,Manager,Tier 2,2165688.0
59,36.8,High School,Junior,Tier 1,339434.0
18,0.0,High School,Junior,Tier 2,516393.0
47,25.7,Bachelor,Mid,Tier 1,677505.0
48,25.0,High School,Junior,Tier 3,410515.0
27,4.7,Bachelor,Lead,Tier 3,1530522.0
34,15.2,High School,Junior,Tier 2,268996.0
50,25.4,Bachelor,Senior,Tier 2,1018308.0
57,35.0,Bachelor,Junior,Tier 3,712209.0
60,35.8,High School,Senior,Tier 1,805457.0
39,18.3,High School,Mid,Tier 2,1215168.0
18,0.0,High School,Mid,Tier 1,716862.0
26,4.1,Bachelor,Lead,Tier 1,1513556.0
37,12.4,Bachelor,Mid,Tier 1,1382738.0
20,0.6,High School,Mid,Tier 3,785942.0
29,7.1,Master,Lead,Tier 1,1883583.0
30,8.3,High School,Mid,Tier 3,634338.0
21,0.7,Bachelor,Junior,Tier 2,499113.0
24,0.0,Bachelor,Senior,Tier 3,1149996.0
51,27.8,High School,Junior,Tier 1,306781.0
31,9.3,High School,Mid,Tier 1,757566.0
45,19.5,Bachelor,Lead,Tier 1,1984335.0
36,10.7,Bachelor,Mid,Tier 3,699199.0
29,5.4,Bachelor,Lead,Tier 1,1374873.0
20,0.0,High School,Mid,Tier 1,498096.0
46,23.3,Bachelor,Mid,Tier 2,921646.0
44,23.0,High School,Mid,Tier 3,648596.0
39,18.5,High School,Manager,Tier 2,1893685.0
39,20.6,Bachelor,Manager,Tier 1,2318541.0
45,23.0,High School,Junior,Tier 2,1020200.0
28,6.3,Bachelor,Manager,Tier 1,2070388.0
44,22.0,Bachelor,Mid,Tier 3,616465.0
48,26.6,High School,Manager,Tier 1,2402907.0
27,5.8,High School,Mid,Tier 1,532725.0
34,13.8,High School,Manager,Tier 1,1817722.0
35,14.8,High School,Mid,Tier 3,543849.0
28,7.0,High School,Mid,Tier 2,565782.0
25,6.0,Master,Lead,Tier 1,1683938.0
21,0.0,Bachelor,Mid,Tier 2,746982.0
18,0.0,High School,Junior,Tier 3,614579.0
63,40.1,High School,Junior,Tier 3,475636.0
18,0.0,High School,Mid,Tier 1,515217.0
32,7.8,High School,Mid,Tier 1,654259.0
19,0.0,High School,Mid,Tier 2,618148.0
23,0.0,Bachelor,Mid,Tier 1,947580.0
38,16.7,Master,Manager,Tier 2,2298551.0
36,14.7,Master,Lead,Tier 2,2238131.0
43,17.5,High School,Junior,Tier 3,609831.0
45,21.7,Bachelor,Manager,Tier 2,2716877.0
30,11.7,High School,Mid,Tier 3,672143.0
46,25.3,High School,Mid,Tier 3,780377.0
24,2.9,Bachelor,Mid,Tier 1,852815.0
42,18.7,Bachelor,Manager,Tier 2,2675914.0
23,1.6,Bachelor,Mid,Tier 2,740649.0
27,5.0,High School,Mid,Tier 1,372712.0
48,24.4,Bachelor,Junior,Tier 3,328515.0
31,8.0,High School,Mid,Tier 2,591912.0
31,8.1,High School,Junior,Tier 3,333370.0
18,0.0,High School,Mid,Tier 1,602259.0
36,11.4,High School,Mid,Tier 3,722047.0
58,35.6,Bachelor,Manager,Tier 1,2572288.0
51,27.3,High School,Junior,Tier 1,210839.0
22,0.0,High School,Mid,Tier 2,444103.0
72,46.8,High School,Mid,Tier 2,481899.0
61,40.6,High School,Junior,Tier 2,285681.0
42,24.0,Bachelor,Junior,Tier 3,555184.0
37,17.1,High School,Lead,Tier 1,1484680.0
30,10.3,High School,Manager,Tier 2,2588779.0
40,19.3,Bachelor,Manager,Tier 1,2132654.0
20,0.0,High School,Mid,Tier 3,626297.0
65,43.2,Bachelor,Mid,Tier 1,601346.0
36,12.2,Bachelor,Mid,Tier 1,1018880.0
37,16.4,High School,Junior,Tier 2,361845.0
33,12.3,Bachelor,Mid,Tier 2,873113.0
64,41.1,High School,Junior,Tier 1,180000.0
61,40.1,Bachelor,Junior,Tier 3,1139317.0
38,14.6,Bachelor,Mid,Tier 2,736874.0
27,3.7,Bachelor,Manager,Tier 1,2632946.0
24,3.6,Bachelor,Lead,Tier 2,1281822.0
39,17.9,Bachelor,Lead,Tier 1,2073799.0
44,21.5,Bachelor,Mid,Tier 3,1496383.0
47,24.3,Bachelor,Mid,Tier 3,1001978.0
66,44.3,Bachelor,Mid,Tier 2,947861.0
53,27.3,Bachelor,Mid,Tier 3,1516753.0
43,19.5,Bachelor,Manager,Tier 1,2877563.0
57,32.5,PhD,Lead,Tier 1,2619121.0
44,22.0,Bachelor,Junior,Tier 2,446658.0
59,39.2,Bachelor,Manager,Tier 1,2095195.0
52,31.0,High School,Junior,Tier 3,246826.0
46,23.0,Bachelor,Mid,Tier 2,814636.0
20,0.0,Bachelor,Junior,Tier 3,520470.0
37,13.5,High School,Mid,Tier 2,1181449.0
41,23.0,Bachelor,Manager,Tier 2,2032167.0
39,17.1,High School,Mid,Tier 2,300525.0
30,8.4,High School,Mid,Tier 1,393434.0
59,32.8,Bachelor,Junior,Tier 1,676701.0
22,0.0,Bachelor,Mid,Tier 3,669143.0
40,17.9,High School,Mid,Tier 1,722748.0
